name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
Markho Lepa,The pedestrian bridge to Kumala Island crosses the Mahakam river,Local Guide · 23 reviews · 22 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BXuhjPIcLhlFauxf53YNVsDYrm-IABVAoazD00cx9Kl_2s__3IuwJvAitiBIApzxDHHOBzq1-mam8YetWylAs-fZs0XrVTbOVeM5pxvkN0P4fMFWZ0KFip-oly9bDjsNTY0ao=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CXgbaUdYc2qb0KfGjZY2ZXLT-Gtk9oujeenAT7bt7w2ar40dQ_yva95WLxodiWRM3fyFcNnuNh-4sdggy4F50KNBhR2Jo0wI_518T6kSrJafBKQYmKqB9fb4milsXDJ8EeoBNiMA=w300-h450-p']",5 stars,5
septian tri satria,Good because it can only be passed on foot,Local Guide · 65 reviews · 45 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90CV1UexVAbcmbZfV8GHXnhqww2Pc0ifAeb1jCsw6ZBkWLXWgR9z-5XsyL2lMntMiqyPjDXNE0hSxmmC56rZmZlW0z8VvCkT_koVO0EGQU027HSKqa5KiGiU5YXU7glprHwgmYWEEg=w600-h450-p'],5 stars,5
Toyib Kusuma Jaya,"To access the island in the middle of the river, it is not open every day and you have to pay if you want to cross","Local Guide · 993 reviews · 2,519 photos",2 years ago,[no_minires_images],5 stars,5
Megan Lana,"One of the icons in Tenggarong city, to go up the Repo-Repo bridge it costs 7000 per person,
And on the opposite side there are many rides provided","Local Guide · 276 reviews · 6,722 photos",7 years ago,[no_minires_images],5 stars,5
Letter G,"The only access to Kumala Island that can be reached by walking across the Repo Repo bridge. Very instagrammable, and vintage style.",Local Guide · 58 reviews · 132 photos,4 years ago,[no_minires_images],5 stars,5
Ami Suryaone,"I like the atmosphere because it's not boring, there are clowns who can relieve boredom because the bridge is long. There's just some trash from irresponsible visitors ckckck",7 reviews · 10 photos,6 years ago,[no_minires_images],4 stars,4
Ridho koceng,Very beautiful view from the top of the bridge 👍👍 …,1 review · 6 photos,Edited 7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90D--3fvu321DY47IUV8cUzb6Mn75HJVhdKYK0KQiMYX4Mx7mnEmJNibqwGb20JswHp7D5kgHx_zXW_V5b3Bok6hs-cuOIEhrJft1XG_ou7VvO2H6Pe7wMBTrbs4gxg1iLS-frHDbA=w600-h450-p'],1 star,1
Chafid Wahyu,"Still closed, who knows when it will open again. Even though it was reported that it would reopen in mid-July. There are still improvements to electricity and clean water installations, he said","Local Guide · 239 reviews · 1,176 photos",2 years ago,[no_minires_images],2 stars,2
Sugiarti Ramadan,"Actually the place is good BUT it is not managed well, many of the rides are in disrepair, even though they are profitable assets if they are reused. Come on, let's be more alive like before...",3 reviews,7 years ago,[no_minires_images],3 stars,3
Hasyim Mudzakir,"Access to cross to the island is good and safer, but unfortunately many of the rides are not maintained and unfortunately many are damaged.",Local Guide · 176 reviews · 34 photos,6 years ago,[no_minires_images],2 stars,2
Suharjo Laksono,"Repo-repo Bridge, built in 2016 and completed in 2017 is a connecting road between Angara Lots Tenggarong and Play Kumala which is located in the middle of the Mahakam River, coincidentally the island is still in the Tenggarong city area. Kumala Island is now the best tourist attraction in Lots Tenggarong, before the bridge was built, tourists used ships or boats to get to the island, considering the safety of visitors who increasingly filled the ship's queue, the local government then built a bridge that was approximately 500 meters long, and now the Repo-repo bridge has become a bridge that is very idolized by young people to take selfies on the Mahakam River without any vehicle interference going back and forth.",Local Guide · 10 reviews · 22 photos,7 years ago,[no_minires_images],5 stars,5
toto widhiantony,"Nice... But it's tiring walking across the bridge + it's hot & windy
Maybe a suggestion is to provide an elevator for the bridge so it's not tiring like at airports. Hehe",Local Guide · 21 reviews · 4 photos,7 years ago,[no_minires_images],4 stars,4
Kuat Waluyo Jati,Nunasa taking photos on the pedestrian bridge was very fun. Ending the trip along Kumala Island using a boat is also fun.,Local Guide · 89 reviews · 12 photos,6 years ago,[no_minires_images],5 stars,5
Veiy Aurora,This bridge is cool but unfortunately it is rarely opened,Local Guide · 69 reviews · 138 photos,4 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90BZxSf6qVOkzimiQhzBBc9S_znoanmRcrKHU1heUxb8P-dK2ocMupEVth6evUvTy-RjC0769fyAriBeLh6eHA02lnBUO93zx9XBgP15ysxdaf7TOLgJh7rlWZX50fJToagkt3q9aw=w600-h450-p'],5 stars,5
Siwi Seza,"Pretty cool...so I'm not curious about Kumala Island. It's far from Jakarta, I just wanted to take a photo at the dragon statue and I'm still curious about the cottage",1 review,8 years ago,[no_minires_images],5 stars,5
Inggrit Candra,This is one of the reasons I love Tenggarong,Local Guide · 7 reviews · 21 photos,8 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90AofNDM6OR5NUttnbb-TJNNBoPKQFGfK8rnHOfP3kcpcOC38PtcjIhSrx6lPkW7m5H2pB0L3mhl4C6z7eGgSYYHSkrK91hNRLi1rvjub151fKqtIBAMnEJCBmMhDX8_t_29LlkX=w600-h450-p'],5 stars,5
Acep Suparman,It is also fun to cross the Mahakam River from Tenggarong City to Kumala Island via this tourist bridge. The best time is in the afternoon until sunset.,Local Guide · 294 reviews · 319 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90B6x3S6K9qUHTVGaF-nBKRKqm7r7Dzd0pY1T0H0kNenoD67dF5tfMfnpxWnUteZrB5ohGZIPyJO9PbGSRGPg6JfPN4Mply0OxRLrJJMTJOZQnPbDENy7R8Q0xiCXyFGFySNbKlk=w600-h450-p'],2 stars,2
Chelsea Hertinia,"A tourist attraction that seems to be a must visit if you go to Kutai Kartanegara. A unique small island, there are also lots of facilities. so you can go around without getting tired.",Local Guide · 90 reviews · 42 photos,6 years ago,[no_minires_images],5 stars,5
aRes Aishiteri,Don't forget to bring an umbrella. It's hot.,Local Guide · 359 reviews · 935 photos,8 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90D9VBin5_siYBys8WsFPSenPUFkcSxQKFBL3gC1jQ6VPCiMQUaB1qtUrtPpnzb7XE1eArsB8KW3uoeHHTva6_Lh6bILCWnwl_tA9KpfxMpntINJbD92qAyJlv5AsB1QbgESakCi=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CACpXaJvcblIKqqnWpaIwpRBTVJl_c6CuBF6V3wk0Ch6NUNmv1doIKd0ibwFWX5d2udjhVRfbQUo97Ox9cb4juv9O8C3qyBzkjoqvVAfrxGkfEc77hKIkB1xtk35AgJ8AeIea8hg=w300-h450-p']",5 stars,5
Herri Yaddi (Her-Boy),"Very good for families who want to hold an event or get together with the children x...
And it's also good for people who are basking and taking pre-wedding photos for the wedding.....",1 review,7 years ago,[no_minires_images],3 stars,3
Tina Amelia,Every Sunday morning we exercise together,6 reviews · 13 photos,6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90AVFKmSgAzdtlK8jj3D7Ar0ptaSz-9MzQ81XiqtwggLl6z6e_8yDqkUmYCSppG-XmcGXZGqZJFBCXgGjY5ubNbbBHuaTKZXjhZihyzHIXzuvjledYdL5xuRY0jiQsfqufFjM7c=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CvqMwhWRHBKuSSqMN4FTLted_GhKxcpspIF88DZU9vuTwPMr_hyh67DltQSdwJXGlSt1mzgA5H0iGbu1geOucBH6COsVv8HM4FtCpqv_vqQ54CegABlNgZusCKYMNypTgpFEKa=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AQB9wi0wy55oIeGbXLg7xD4F0kUBs4JeUvCKRl369AcJ8nJR1SqV1HX3KltyTm-5z3PSoNUxtS15ozQ12xDGlVGOqTKE4ejh46QCiO2BmKY1ks93Ccs64Ayh3aATy1aj9flUc=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90ClzZf_xshP3TJ8RhZPCYVowbslbuq39joHaZSD-1XcRqTLzJLPh6WPatzgrL1HTVoKyCejvfV01jjUuF2aStWGZT8SeehDi1mYe6taMjL9x2tIwblpodQiowxrkhHB8LSuaTQP=w300-h225-p']",5 stars,5
rina zainun,A very nice bridge... walk along the river from the top of the bridge while attaching love padlocks to the bars before arriving at Kumala Island.,Local Guide · 16 reviews · 19 photos,7 years ago,[no_minires_images],5 stars,5
Tn Amanuu,one of Kutai's icons,"Local Guide · 339 reviews · 2,612 photos",2 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90B3Pv703XLywS_-JQ_aqp7B1w4sWYhgd4EkfWHsJ0aoaC5VMoFLPi5oCEyYt6dR_kNM1Ur93CegluIJ5B_VaLiphM5QBe95dPJCimBYW7z2lgjkPg8ohzMZgXBaShqDHoUhXOTdnw=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CG3dB_etYGPIEuxJ0rCCQjp8qDtHWqMciUiidDuUplRKIIT2QW7jhxa4KljqFHPR9WWHqbVRv_sUCmVWM8lVZ52OGJDnG9dmrRqo30Py5rE9GKhfYeZ8yIjWIHpc8YX8YnLhSC=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DH8clIlESkWecI0h5wnQmSSBn1xLp8lr52wu2ldfy-pwmgl9eNCv_-LTbMZhxW0qCmDWUM352i71ar4G_pqphmDtgosPlWy1CVuP99BwkyCjNwe88jVou84BDBG7Lkoe9ZOREdMg=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Aa9J8WOLpmctPXrSmr8cvHrik3zqS6sklrZ2PS3-EgcOxZQJm2vXJ6ImvNDtm7JymoWQMGqwsuJAISt2eAg_fc730uoM3QIIg-fdDw9bP21sq2Jk9FEcu7ZkNgb74dXMC3ZI1j=w300-h225-p']",5 stars,5
RAODA JUNITA,The bridge is long and can only be crossed on foot.,Local Guide · 16 reviews · 122 photos,6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90BH2RGZ81rmLAw0t6GuUYkDKBZb3OM2UCkvrslJUwOvUTUh2mPc2kw8aD3KCXye_NfkrUZogYzEl0nUWwYalUB2IYk5a5D38isBxw_ggQ1tFo9fNnOxjrNwDFq88KmJImij_6TimA=w600-h450-p'],3 stars,3
Fathur Ramadhan,"I like and have been on the Repo-Repo Kumala Bridge. Very good 😊😁😄👍

❌ Vehicles entering this bridge are headed to Kumala Island
✅ Walk to enter this bridge to go to Kumala Island …",Local Guide · 18 reviews · 51 photos,4 years ago,[no_minires_images],5 stars,5
Iriel Taufik,"One of the icons of Tenggarong city, connecting Kumala Island and Tenggarong city. With an attractive design, this bridge is one of the best spots for photography enthusiasts.",Local Guide · 131 reviews · 155 photos,3 years ago,[no_minires_images],5 stars,5
lilis ariyani,"The bridge connecting Tenggarong city to Kemala Island...is dominated by yellow....On the edge of the bridge, a foreign-style lock of love is made...at night the parking area of ​​this bridge...becomes a culinary tourist attraction...","Local Guide · 343 reviews · 1,926 photos",6 years ago,[no_minires_images],4 stars,4
Didik Priyanto7,You can have a new experience on Kumala Island,Local Guide · 31 reviews · 124 photos,4 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CrbO-MyZWIguYRnYp969JDOD3APQoQZJmwvY46LpalqdO3H-vm8d13F4T5qvY99KIcP6PtZS14j7R_Y5-EK7ZatJ4t73FVEUJdqMQ8Q-yrY5niXqBZFuWDn2mnpraCzB6cFOJNKA=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AVINxmLybhGUMNLDt7kl9Lza0CTSK7Ql-BsjrDJKoKQYq8E43vsb5uYgqZMjHVT6AoRUgwJFBLYuAlk1AJmilweAM8g9Qtxh_y_3c9VigYCME5qahwHvGuasFTx_51TCPXakfk=w300-h450-p']",5 stars,5
Bukhari,Recommended for taking photos and taking videos 😂 …,Local Guide · 192 reviews · 806 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90DK9Muco4KGkwv4usHdZSBSedpIk0rxZ4NzaKrQ8CMlf_105szAikUPMnSb8IXI4JlgFZmeRl5N9zY_73rPe8OvD9rfGlFVNpz9xOPRFR8Nhe-PLIOIjWjVIpP0i2k321jVw-NMOg=w600-h450-p'],4 stars,4
Kang Cilok,"Repo bridge - repo, that's what it's called. Before the presence of this bridge, access to Kumala Island had to be reached using a ketinting/ces boat (a kind of mini longboot).",Local Guide · 47 reviews · 33 photos,7 years ago,[no_minires_images],5 stars,5
Nur Sukanti,"The view for photos is pretty good, but the walking distance is quite far, and some of the rides are damaged.",Local Guide · 152 reviews · 931 photos,6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90CZIk829FX5FgQ4J8247hvu_VMc5MC1ndLNeBG9DAbNpENPkaPk1HYuuVigNVENQXYU8YmIDYpCduvCBQyd-ORC7m99IYP0s0xQVc3_i9_WBirlnke7onIqS68SehJYOR6KhyGADQ=w600-h450-p'],3 stars,3
AISRA Official Channel,"The bridge is nice, but it's quite far when you want to walk to Kumala Island, when the weather is hot, it really feels like it😏 …","Local Guide · 332 reviews · 1,017 photos",7 years ago,[no_minires_images],4 stars,4
Rizal Basitha,The bridge is unique and good for taking photos,Local Guide · 44 reviews · 127 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90DF_C8VuJ7ror6h0jq98qBQ-MRj0-NfmHBbfM3ITWlHMArxPiv5OkFrneLqo4cWrCXdBTZTtki1iqVcooRo-UOk2dAexXlbr2Z9Fx1RHGpaO2-r3iL7myUWOcT2OHeiPCRWENnA=w600-h450-p'],5 stars,5
Kukuh Hadiyanti,"The first time I went to Kumala Island, I was nervous when crossing because I still used a boat, now... not anymore because there is a bridge 👍. …","Local Guide · 354 reviews · 1,148 photos",6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90DtivJwmme88z_Jhx7AD6XNsm6J8yON1SoU-ONS_r56wS9LvDdE1ILlhI1cDIrhzUjMr0IQM4Jlu9Ho88Hj0kRuqlcHJc0wEn8FF2wYA7A8uy2grlqQoZSbjBxxO3_6KI8RG285=w600-h450-p'],4 stars,4
Andre Noch,"Nice place... But if possible, it could be made into a place to take shelter in the middle of the bridge, because during the day it is very hot... It would be a place of shelter that has tourist value too... Thanks...",1 review · 1 photo,8 years ago,[no_minires_images],5 stars,5
Edrin Alpemsa,"It is necessary to further develop tourist attractions and facilities, so that Tenggarong is increasingly visited by local and foreign tourists",Local Guide · 631 reviews · 110 photos,6 years ago,[no_minires_images],3 stars,3
Fachri Syamdoni,What a great bridge,Local Guide · 32 reviews · 208 photos,4 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90A5gQKRuxxE4qMpNN03QkSCRy-EOzTvURfT_UTv5wOWIzc5YlikwYJRtH-pKNDJCE8xe8lVn-NSQq0cGgHyfiasLkz-izZysAoxd7T3oWucA8_6jnWXSdNUhF2DZ12tonPkhrbg=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90D9d8SIwJJD6dgfY0Rj4O6qR_cf6AnP4aTLs2D9jewk38Z6gFJY6-iH2nzovek3Cc7iHmJfcgm_72V3sv3lV_XDuTXe7oM9QlPqhc9xADYMbVccmCUz54HZVGgQtHeoenGJ-du-=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BsfTmM0O29OReQiipl3qe2XgQpzhWbkVcWB8ZRNtCOXLdHhnRhjA_smrUk9pzgDWABtfYql7jEOfZ4d8nTMUiE8yvAL8bhBygr4J4OVnNVclPOk04bOtUXPQCX8zcfMMUK-W6J=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DLa3HFTZj2kfquf-63hnnsMvSOyZVj4DHauNg_xSu-93V5Ozp8833q834O7A836u2iPzKFCUJBfYMntVY3qnuvXTytWwcNRyfhskwgPs00SC8xaSftmixC1HGgqYhj80ZkpXjhkg=w300-h225-p']",5 stars,5
Jumaditya Ady,"Exciting... Cool and peaceful on Kumala Island, lots of souvenirs are also sold, you can learn history, there are lots of toys, it's really fun to go on holiday with family and friends.",6 reviews · 5 photos,6 years ago,[no_minires_images],5 stars,5
Yulius Faizal,"The bridge is good, you can see the river clearly, but I'm afraid the Mahakam River is wide too, Tenggarong is a comfortable, safe and peaceful city, OK, the city",Local Guide · 117 reviews · 23 photos,6 years ago,[no_minires_images],5 stars,5
Busri sh,"Repo Repo Bridge, Kutai Kartanegara, East Kalimantan Province is the access to Kumala Island, a family tourist spot that is a must-visit. Come visit Kumala Island.",Local Guide · 2 reviews · 59 photos,Edited 7 years ago,[no_minires_images],5 stars,5
Made Urip R.,A special pedestrian bridge that connects Tenggarong city and Kumala Island... motorbikes or bicycles are not allowed to pass...,Local Guide · 59 reviews · 23 photos,7 years ago,[no_minires_images],5 stars,5
must Joko Mulyono,The bridge connecting to Kumala Island... can make a photo spot over the Mahakam river....,Local Guide · 278 reviews · 768 photos,a year ago,[no_minires_images],5 stars,5
Zulkifli Dunggio,Good enough for a weekend getaway. It would be good to provide car access to get to the island,Local Guide · 16 reviews,3 years ago,[no_minires_images],3 stars,3
Zulfiqar Hafid,"It's a very good idea to make a pedestrian bridge on foot, so you can enjoy a good view of the river",Local Guide · 87 reviews · 7 photos,6 years ago,[no_minires_images],4 stars,4
Uus Inspiration,"If you walk, it's not bad, if you come here you have to rent a vehicle because the location is like a forest, there are lots of prehistoric remains",Local Guide · 43 reviews · 79 photos,Edited 6 years ago,[no_minires_images],3 stars,3
Dony Apriyudha,Very satisfied,Local Guide · 33 reviews,4 weeks ago,[no_minires_images],5 stars,5
Naomi Rarukan,"The bridge is nice, there are lots of padlocks on the edge for those who want to make Korean-style dramas, it's suitable there, the atmosphere is also ok, the afternoon is really hot",Local Guide · 246 reviews · 22 photos,6 years ago,[no_minires_images],5 stars,5
Kurnia Darmawan,There are lots of trees so the atmosphere is also cool. The location is quite clean and well maintained. Unfortunately the place to eat is still not well organized.,Local Guide · 208 reviews · 53 photos,7 years ago,[no_minires_images],3 stars,3
Lastthree Cute,The yellow bridge is hung with lots of love locks🔒♥️ …,Local Guide · 9 reviews · 14 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90BQwPWHazzLXDksFbr7zCPHrzbJeQTiyuZSQBOOjvev7Gbdvd-0Cf32OrXNUHUTLx_uYRetjWYl7G5ttaoOM07m1uhT88DFkZE8yJTzx-aRKcU0KZUqlsk2Bywle2stCVAPU3hHig=w600-h450-p'],5 stars,5
adie bagas,Beautiful atmosphere while pedaling a bicycle that is rented on Kumala Tenggarong Island... great for relaxing and chatting with the family,Local Guide · 52 reviews · 2 photos,6 years ago,[no_minires_images],3 stars,3
Abdul Galib,"Please ensure that the water in the mosque continues to flow, so that we visitors can perform whudu. Thank you in advance",1 review · 1 photo,6 years ago,[no_minires_images],2 stars,2
Norma Baena,"Cross the long bridge using your feet, if you want to go to the big statue you can use your feet but it's far so you have to rent a bicycle/motorbike",Local Guide · 43 reviews · 125 photos,6 years ago,[no_minires_images],4 stars,4
Indra Rahmad 182,"This place is clean and good for photo spots, the view is very beautiful, especially at dusk we can see the sunset",8 reviews · 2 photos,5 years ago,[no_minires_images],5 stars,5
syafira indah,It's really cool to really want to take photos here hahaha,Local Guide · 50 reviews · 21 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90C6tL37GhdKLu4BcslMYb0zqA2vV0iRXR2TpR3RGN15QuDW7RJXBZO7wgcXCMqfECld8ZXYafS4X73EcA1sH6PzVb-IY39QAutiCc8zMeM6bDqM0T0P_NEJ47KnC1kx8fmTfb3zkQ=w600-h450-p'],5 stars,5
Agus Riady,It's quite tiring because the bridge is quite long and there is no place for wheelchair users.,Local Guide · 93 reviews · 9 photos,6 years ago,[no_minires_images],3 stars,3
Veliyana L.A,"The island is well managed but it would be even better if several spots were maintained, cleaned and functioned to attract interest",Local Guide · 106 reviews · 6 photos,8 years ago,[no_minires_images],4 stars,4
fenny octavia,"""The place is really good for sports/just walking,"" but it's a shame that the location is not well maintained, a lot of it is neglected",Local Guide · 12 reviews · 6 photos,5 years ago,[no_minires_images],4 stars,4
Wafiq Azizah,"*Very nice bridge
*The view on the bridge is also beautiful because it is located above the Mahakam River
*There are also love locks hanging along the bridge",Local Guide · 6 reviews · 15 photos,7 years ago,[no_minires_images],5 stars,5
Aries Gunawan,One alternative interesting family tourist spot. There are electric motorbike rentals to go around the island from end to end,Local Guide · 101 reviews · 33 photos,7 years ago,[no_minires_images],5 stars,5
Hana Permata,"If the bridge lights are dark at night, it looks dirty, try adding decorative lights so that the view at night is good",Local Guide · 9 reviews · 2 photos,7 years ago,[no_minires_images],2 stars,2
Muhammad Arif Rahman,Entertainment Suitable for children,Local Guide · 178 reviews · 371 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BKkXW9tX_Hog82f4R1oxe_dnAfEgvj_fhIuorAT-D25YSCGOi1Y7ieMdY-OFUCe2seCPUUOAIyU_Qft7QrY52rpw-i7zc3k9YCcEpd-UTOrCSEAnWS1KRgfdyXefjeMs4xsN7L=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AKlm5dhoPbaBKMIxVGcLkY4vGJEtlSSIezm7N7JuI9KFkoY4WdRZrDedsGPKsgDq9HZHqK8IQ2zZeHRoaw8AyKB41_tEWveW42fj1CjfB4wENYpKmFQoPQ0vSIYvF9f-2_sfDX=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Clv-8vgbSLDZkxxnv_mIDh7nZIN_2NT7nxgPl6ZF7T0drQ_N7K21QaOoIuqVcx_f0xdCH1zvyWGe_6gz03A9w0Nz45mI1BsfbSAoTr9jC9V7divV7ak5gIzarFtW7z4RqJuDCIEw=w300-h225-p']",5 stars,5
Farra Aulia,"Visited Kumala Island for the first time in 2007, and still by crossing via boat. Now it's much different, more efficient with bridges.",Local Guide · 102 reviews · 356 photos,8 years ago,[no_minires_images],4 stars,4
khamsi fadillah,"For those who like nature and history, if you go to Kutai it would be a loss if you don't come here. A beautiful place with lots of trees and several buildings typical of the Kalimantan region🍂 …",8 reviews,5 years ago,[no_minires_images],5 stars,5
Renata Munthe,So it's easier to cross to Kumala Island,Local Guide · 72 reviews · 56 photos,Edited 6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90B0ECNGb8ohWFZC0AUw5sy9mOHE8XIIYAlPXvW52RMXbtNRW6FmqpE3AetnWB-Jh3onFdMECPAFVqXqkdXJSEi1wWbzFUJ9DbtchinfvNnVxqvFQcQ4NlOQZrLSjUuFynB4ev3C=w600-h450-p'],5 stars,5
Fia Agustina Tokare,"The staff are friendly, always smiling and the food is all delicious",10 reviews · 5 photos,a year ago,[no_minires_images],5 stars,5
Yanwar Satriawan,"That's great, but there are those who regret that the historical heritage of traditional houses has not been maintained, please ask the parties concerned to preserve it",Local Guide · 15 reviews,5 years ago,[no_minires_images],5 stars,5
Budiono Eko Prasetyo,"The place is actually fun, but it hasn't been managed optimally. It's very hot and it's too expensive to play games inside.",Local Guide · 104 reviews · 425 photos,7 years ago,[no_minires_images],3 stars,3
Abdurrahman AR,Must come here on the weekend! So it's not scary Hhaha,Local Guide · 22 reviews · 128 photos,8 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90B2dHcFGmZ_Vng6YABZRW_hJSfKe0gqKx8UO_9PXsirdIAonMY8R_z8FqjIjSYdpuXeg-qPLTTfPBOiqA45YVfUh7Fr8TdJ-MJFs8nqXEw0t9HzZyItaPAuly5PXn7eCg7l7UCr=w600-h450-p'],5 stars,5
Riobie McShamroog,"It was still free at first, but if I'm not mistaken now it's paid, the bridge that connects Kumala Island and the main island","Local Guide · 876 reviews · 3,204 photos",6 years ago,[no_minires_images],4 stars,4
PATRIA Ershi,"It makes it easier for visitors to get to the Kumala Island tourist spot, but unfortunately there are no facilities or access for disabled visitors",Local Guide · 88 reviews · 47 photos,8 years ago,[no_minires_images],3 stars,3
Andi Ramadhan,"Please pay more attention to the maintenance of tourist areas, it would be a shame if it just became a place that isn't looked after like that",2 reviews,5 years ago,[no_minires_images],5 stars,5
bam sus,"The bridge to Kumala Island is over the Mahakam River... but unfortunately it's hot during the day, you have to bring an umbrella.",Local Guide · 90 reviews · 76 photos,6 years ago,[no_minires_images],4 stars,4
Setiati Prasetyo,"The inspiration for this bridge is like in Paris, namely that we can write our name and our partner's name on the padlock and lock it on the bridge railing so it is also known as the ""Bridge of Love""",Local Guide · 14 reviews · 650 photos,7 years ago,[no_minires_images],5 stars,5
Riza Al Muttaqin,"You could also say it's a bridge of love because this bridge has empty space to place padlocks for you and your partner, like bridges in Korea.",Local Guide · 39 reviews · 3 photos,8 years ago,[no_minires_images],4 stars,4
Endah Pwt,"It's really beautiful...especially from a distance, it's very nice, the place is clean, comfortable...foam while looking at Kumala Island",58 reviews,5 years ago,[no_minires_images],4 stars,4
Muhammad Hasan_ Official,It's nice to sit and relax with Doi while looking at the view of the bridge lights at night. Hehehe,Local Guide · 60 reviews · 16 photos,Edited 3 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90B-U7dvTSjeiW_oBOlChGEOugtiU43YxNJ8FxIfCX-QpF0fRMIxvAC6V3bt7srBkIyYPHxnp21s539pEs4Tv89AJq3-Z3JkeVVsR12grsSvuR4q0kGszcObxmaKiroaQmLnCZA0=w600-h450-p'],5 stars,5
M. R Imam Subarkah,A place to relax at night while enjoying culinary. There are 'Salad Asiik Tenggarong' and 'Teh Boba' which have just opened and are on discount,Local Guide · 11 reviews · 1 photo,5 years ago,[no_minires_images],4 stars,4
Husay Say,👍 …,2 reviews,4 months ago,[no_minires_images],4 stars,4
FISHER REINSTEIN,"Repo-Repo Bridge, a bridge connecting Jln. K.H Akhmad Muksin & Kumala Island.

This bridge is the best spot for taking pictures.. this bridge was also made to commemorate the Kutai Kartanegara Bridge that collapsed in 2011.",Local Guide · 48 reviews · 57 photos,6 years ago,[no_minires_images],5 stars,5
syarifah “Yuyun Habsyi” khairunissa,"Please add roads that are friendly for parents, because when I took my mother there she couldn't climb the stairs...",Local Guide · 21 reviews · 17 photos,6 years ago,[no_minires_images],3 stars,3
Tya Tarigan,"Tourist attractions suitable for families, affordable, unfortunately many of the rides are no longer running",Local Guide · 204 reviews · 249 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90AK3_zW6QCofe2EDrAPXc8UbxYa-byZMLfhM_IhMwEl0aikiHt18qLcZTvedWsZVBGROvGS9Kuw7sbg_8O__5_AYLcdqxXmHM-8x15VszpRX-zy5XS1MZhV3PyNa4_Bcbvsd_rUgg=w600-h450-p'],4 stars,4
Arip Setia Budi,"The place is beautiful, suitable for taking memorable photos with family, life partners, and also suitable for morning and evening exercise.",4 reviews,5 years ago,[no_minires_images],5 stars,5
Yuliyanti,"The place is clean, well maintained. The garden is nice plus there is a conta padlock which makes it unique",Local Guide · 14 reviews · 6 photos,7 years ago,[no_minires_images],5 stars,5
Dedy Setiawan,"A visit to the city of Tenggarong would be incomplete if you didn't visit Kumala Island, with its distinctive Repo-Repo bridge which has become a tourist icon.",Local Guide · 66 reviews · 21 photos,6 years ago,[no_minires_images],5 stars,5
Irianta Jo,"Not well maintained, many facilities are not functioning. Visitors are relatively few","Local Guide · 488 reviews · 2,018 photos",6 years ago,[no_minires_images],3 stars,3
